median_salary,population_size,number_of_jobs,area_size,mean_salary
30002.0,156190.0,141000.0,1238.0,36844.0
30768.0,169958.0,82000.0,3726.0,35833.0
34491.0,318216.0,180000.0,2725.0,44566.0
29983.0,291933.0,88000.0,3532.0,32256.0
27539.0,203515.0,97000.0,3762.0,31917.0
29061.0,324322.0,112000.0,3857.0,33619.0
31127.0,293055.0,89000.0,5644.0,33732.0
31533.0,193585.0,95000.0,5876.0,36975.0
34612.0,302538.0,282000.0,2991.0,40893.0
25797.0,198134.0,78000.0,4385.0,30752.0
48309.0,284015.0,278000.0,2158.0,74087.0
26484.0,268020.0,84000.0,3881.0,28426.0
31085.0,312145.0,134000.0,3522.0,35182.0
37260.0,233292.0,737000.0,2203.0,51099.0
35034.0,8538689.0,5603000.0,159471.0,48263.0
38229.0,3395655.0,,32796.0,55238.0
30000.0,5143034.0,,126676.0,35118.0
27485.0,54316618.0,28327000.0,13303728.0,34214.0
27215.0,64596752.0,33305000.0,,33516.0
54034.0,8760.0,541000.0,315.0,77754.0
33018.0,201979.0,62000.0,3780.0,36705.0
30900.0,379691.0,168000.0,8675.0,34730.0
29664.0,242142.0,86000.0,6429.0,33367.0
29987.0,324012.0,136000.0,4323.0,34281.0
30444.0,324857.0,124000.0,15013.0,35238.0
36970.0,241059.0,383000.0,2179.0,45489.0
30628.0,379031.0,144000.0,8650.0,34199.0
28657.0,343059.0,163000.0,5554.0,31980.0
26230.0,328433.0,133000.0,8220.0,31041.0
30497.0,274803.0,96000.0,5044.0,33856.0
31566.0,269009.0,136000.0,1905.0,38327.0
34652.0,179410.0,154000.0,1715.0,38176.0
30072.0,272864.0,93000.0,2960.0,33919.0
26770.0,247130.0,88000.0,5046.0,31404.0
30591.0,249085.0,93000.0,11446.0,33850.0
32681.0,297735.0,202000.0,11570.0,40529.0
33717.0,268770.0,187000.0,5659.0,43037.0
36679.0,227692.0,250000.0,1486.0,49576.0
31524.0,157711.0,150000.0,1238.0,38848.0
28635.0,173525.0,95000.0,3726.0,31728.0
34852.0,324431.0,185000.0,2725.0,45180.0
30932.0,297325.0,83000.0,3532.0,32602.0
30040.0,204565.0,98000.0,3762.0,32907.0
28886.0,332817.0,114000.0,3857.0,33127.0
29098.0,296793.0,92000.0,5644.0,33182.0
32660.0,194730.0,102000.0,5876.0,38060.0
36238.0,308901.0,289000.0,2991.0,42316.0
27355.0,200145.0,80000.0,4385.0,32427.0
46681.0,295236.0,298000.0,2158.0,67320.0
29352.0,271170.0,86000.0,3881.0,30911.0
31968.0,314544.0,144000.0,3522.0,37251.0
39392.0,242299.0,756000.0,2203.0,53316.0
35303.0,8673713.0,5810000.0,159471.0,46946.0
38803.0,3472058.0,,32796.0,53152.0
30382.0,5201655.0,,126676.0,35206.0
27841.0,54786327.0,29219000.0,13303728.0,34231.0
27615.0,65110034.0,34270000.0,,33644.0
55487.0,9401.0,586000.0,315.0,79489.0
30994.0,206460.0,63000.0,3780.0,37959.0
32623.0,386083.0,169000.0,8675.0,35315.0
,244760.0,86000.0,6429.0,32666.0
30699.0,328254.0,148000.0,4323.0,36579.0
30861.0,326889.0,134000.0,15013.0,35338.0
37817.0,246181.0,394000.0,2179.0,45644.0
29241.0,343196.0,168000.0,5554.0,34468.0
28918.0,331395.0,129000.0,8220.0,33076.0
30180.0,279766.0,96000.0,5044.0,33568.0
32404.0,273526.0,143000.0,1905.0,39387.0
35000.0,179654.0,157000.0,1715.0,40291.0
29753.0,278451.0,92000.0,2960.0,32799.0
30134.0,248752.0,93000.0,5046.0,34743.0
28906.0,252783.0,100000.0,11446.0,33025.0
33093.0,302471.0,204000.0,11570.0,39729.0
36235.0,271139.0,197000.0,5659.0,47577.0
39894.0,232865.0,251000.0,1486.0,52885.0
30008.0,156726.0,153000.0,1238.0,35249.0
30729.0,176107.0,99000.0,3726.0,34343.0
34670.0,327910.0,175000.0,2725.0,41335.0
32217.0,301867.0,84000.0,3532.0,34588.0
28224.0,205029.0,94000.0,3762.0,34199.0
30743.0,340978.0,125000.0,3857.0,36946.0
28237.0,299249.0,94000.0,5644.0,32190.0
33329.0,195846.0,108000.0,5876.0,38572.0
37159.0,313223.0,307000.0,2991.0,42583.0
28318.0,202220.0,84000.0,4385.0,34818.0
45975.0,304854.0,303000.0,2158.0,64345.0
27455.0,275843.0,86000.0,3881.0,30172.0
33405.0,316096.0,146000.0,3522.0,37651.0
40000.0,247614.0,765000.0,2203.0,53888.0
36170.0,8787892.0,5982000.0,159471.0,47924.0
39653.0,3529346.0,,32796.0,53688.0
31018.0,5258546.0,,126676.0,36862.0
28496.0,55268067.0,29972000.0,13303728.0,35053.0
28195.0,65648054.0,35175000.0,,34447.0
56295.0,7654.0,626000.0,315.0,80655.0
28553.0,210711.0,66000.0,3780.0,32093.0
32143.0,387803.0,176000.0,8675.0,36818.0
30733.0,246124.0,91000.0,6429.0,33857.0
30134.0,329102.0,157000.0,4323.0,35840.0
29819.0,329391.0,134000.0,15013.0,34354.0
38147.0,253361.0,398000.0,2179.0,44970.0
32109.0,384837.0,155000.0,8650.0,35839.0
30259.0,342736.0,168000.0,5554.0,36039.0
29134.0,332705.0,126000.0,8220.0,34096.0
32635.0,282849.0,102000.0,5044.0,35702.0
33618.0,275929.0,139000.0,1905.0,42457.0
36972.0,182998.0,159000.0,1715.0,45218.0
31442.0,271224.0,92000.0,2960.0,35729.0
31255.0,248880.0,97000.0,5046.0,39293.0
29134.0,256039.0,103000.0,11446.0,33432.0
33596.0,302343.0,216000.0,11570.0,41156.0
34119.0,269100.0,186000.0,5659.0,42932.0
39348.0,235000.0,247000.0,1486.0,52752.0
31678.0,155741.0,166000.0,1238.0,38625.0
31308.0,174609.0,100000.0,3726.0,36139.0
35036.0,324048.0,188000.0,2725.0,40458.0
33294.0,301307.0,88000.0,3532.0,35454.0
29627.0,206052.0,104000.0,3762.0,35907.0
30770.0,347996.0,125000.0,3857.0,38661.0
29189.0,301785.0,97000.0,5644.0,32792.0
32141.0,195680.0,106000.0,5876.0,39407.0
37601.0,314232.0,317000.0,2991.0,44008.0
27945.0,203243.0,85000.0,4385.0,35113.0
49369.0,307964.0,317000.0,2158.0,75103.0
28284.0,275505.0,88000.0,3881.0,31049.0
33137.0,323257.0,151000.0,3522.0,40076.0
42152.0,244796.0,754000.0,2203.0,59878.0
37171.0,8825001.0,6125000.0,159471.0,50285.0
40675.0,3545507.0,,32796.0,56859.0
31298.0,5279494.0,,126676.0,36752.0
29083.0,55619430.0,30359000.0,13303728.0,36076.0
28759.0,66040229.0,35547000.0,,35398.0
61203.0,8706.0,640000.0,315.0,90028.0
29995.0,211998.0,66000.0,3780.0,32671.0
29927.0,392140.0,170000.0,8675.0,36776.0
,247258.0,87000.0,6429.0,34496.0
30366.0,330795.0,157000.0,4323.0,35830.0
30762.0,331096.0,127000.0,15013.0,35201.0
39198.0,262226.0,403000.0,2179.0,46502.0
33804.0,385346.0,149000.0,8650.0,36880.0
29928.0,341982.0,148000.0,5554.0,36304.0
29238.0,333869.0,133000.0,8220.0,37030.0
33163.0,286186.0,106000.0,5044.0,36288.0
35286.0,279665.0,152000.0,1905.0,40439.0
40972.0,185426.0,155000.0,1715.0,44781.0
29801.0,270624.0,91000.0,2960.0,34178.0
30553.0,250149.0,91000.0,5046.0,35325.0
30181.0,257810.0,108000.0,11446.0,34484.0
31886.0,304824.0,209000.0,11570.0,39670.0
35935.0,270782.0,178000.0,5659.0,46102.0
40000.0,239142.0,255000.0,1486.0,53489.0
32976.0,156197.0,164000.0,1238.0,42099.0
,175470.0,96000.0,3726.0,36282.0
36200.0,325917.0,180000.0,2725.0,44814.0
29966.0,303536.0,84000.0,3532.0,33493.0
30392.0,352005.0,139000.0,3857.0,37849.0
,303858.0,92000.0,5644.0,31990.0
34027.0,196904.0,111000.0,5876.0,40427.0
39998.0,317256.0,329000.0,2991.0,48333.0
28853.0,204525.0,78000.0,4385.0,32442.0
49237.0,317705.0,333000.0,2158.0,69806.0
30298.0,276700.0,88000.0,3881.0,32875.0
34501.0,326474.0,147000.0,3522.0,45317.0
43015.0,255324.0,775000.0,2203.0,63792.0
38146.0,8908081.0,6148000.0,159471.0,52629.0
42153.0,3600203.0,,32796.0,59567.0
31031.0,5307878.0,,126676.0,37173.0
29856.0,55977178.0,30493000.0,13303728.0,37313.0
29559.0,66435550.0,35750000.0,,36593.0
61636.0,,,,88342.0
28738.0,,,,32010.0
31624.0,,,,37328.0
31642.0,,,,33978.0
31739.0,,,,36816.0
,,,,37564.0
40196.0,,,,49115.0
35237.0,,,,38363.0
31021.0,,,,36420.0
28258.0,,,,36320.0
33081.0,,,,36425.0
35020.0,,,,42067.0
37990.0,,,,48362.0
30452.0,,,,35251.0
32809.0,,,,37172.0
32321.0,,,,37161.0
35231.0,,,,41686.0
36487.0,,,,50418.0
41076.0,,,,53466.0
33000.0,,,,41741.0
32138.0,,,,37666.0
36825.0,,,,48004.0
32334.0,,,,36036.0
33944.0,,,,41592.0
29108.0,,,,34096.0
35191.0,,,,42092.0
40303.0,,,,47811.0
32947.0,,,,37392.0
46142.0,,,,69434.0
30718.0,,,,33119.0
34168.0,,,,39617.0
43556.0,,,,60010.0
38992.0,,,,53100.0
,,,,59987.0
,,,,38614.0
30667.0,,,,38206.0
30353.0,,,,37428.0
